OrderNumber;OrderDate;OrderType;CustomerType;CustomerName;CustomerState;ProductCategory;ProductNumber;ProductName;Quantity;Price;Discount;OrderTotal
1004482;Nov 29, 2020;Wholesale;Business;Adrian Stewart Corp;Ohio;Rose;RS508;Ayrshire Rose;12,00;$15,50;$3,10;$182,90
1004483;Nov 29, 2020;Wholesale;Business;Jasmine Coleman andSons;South Carolina;Orchid;OC606;Vanda Orchid;12,00;$225,00;$45,00;$2.655,00
1004484;Nov 29, 2020;Wholesale;Business;Christy Chow Inc.;Florida;Daisy;DS810;Gerbera Virdifolia;7,00;$44,95;$8,99;$305,66
1004485;Nov 29, 2020;Retail;Individual;John White;Wisconsin;Sunflower;SF306;Chianti;5,00;$250,00;$0,00;$1.250,00
1004486;Nov 29, 2020;Wholesale;Business;Ariana Gray LLC;Virginia;Rose;RS508;Ayrshire Rose;7,00;$15,50;$3,10;$105,40
1004487;Nov 29, 2020;Retail;Individual;Linda Ferrier;Louisiana;Daisy;DS808;Pale Purple Coneflower;1,00;$34,99;$0,00;$34,99
1004488;Nov 29, 2020;Retail;Individual;William Walker;New York;Sunflower;SF305;Ms. Mars;1,00;$455,00;$0,00;$455,00
1004489;Nov 29, 2020;Retail;Individual;Chloe Young;Missouri;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1004490;Nov 29, 2020;Retail;Individual;Antonio Washington;Pennsylvania;Sunflower;SF301;Little Becka;1,00;$399,00;$0,00;$399,00
1004491;Nov 29, 2020;Wholesale;Business;Danny Rubio Inc.;Colorado;Orchid;OC202;Catasetum Orchid;47,00;$58,95;$11,79;$2.758,86
1004492;Nov 29, 2020;Wholesale;Business;Levi Arun Inc.;New York;Rose;RS518;Moss Rose;3,00;$14,99;$3,00;$41,97
1004493;Nov 29, 2020;Wholesale;Business;Brianna Hughes LLC;Louisiana;Sunflower;SF303;Terracotta;6,00;$450,00;$90,00;$2.610,00
1004494;Nov 29, 2020;Wholesale;Business;Amy Huang Group;North Carolina;Rose;RS107;French Rose;8,00;$12,00;$2,40;$93,60
1004495;Nov 29, 2020;Wholesale;Business;Lauren Davis LLC;Kansas;Daisy;DS813;English Daisy;7,00;$29,99;$6,00;$203,93
1004496;Nov 29, 2020;Wholesale;Business;Clifford Garcia LLC;Tennessee;Orchid;OC204;Cymbidium Orchid;11,00;$89,00;$17,80;$961,20
1004497;Nov 29, 2020;Retail;Individual;Mya Gonzales;Florida;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1004498;Nov 29, 2020;Retail;Individual;Tara Chander;New Jersey;Orchid;OC206;Dendrobium Orchid;1,00;$119,00;$0,00;$119,00
1004499;Nov 29, 2020;Retail;Individual;Jennifer Baker;Kentucky;Sunflower;SF305;Ms. Mars;1,00;$455,00;$0,00;$455,00
1004500;Nov 29, 2020;Retail;Individual;Latasha Gomez;California;Orchid;OC202;Catasetum Orchid;1,00;$58,95;$0,00;$58,95
1004501;Nov 30, 2020;Wholesale;Business;Ruben Rodriguez andSons;Louisiana;Rose;RS104;Beach Rose;6,00;$4,99;$1,00;$28,94
1004502;Nov 30, 2020;Wholesale;Business;Jenny Nara Technologies;Utah;Rose;RS107;French Rose;7,00;$12,00;$2,40;$81,60
1004503;Nov 30, 2020;Wholesale;Business;Colleen West Inc.;Minnesota;Rose;RS106;China Rose;6,00;$8,99;$1,80;$52,14
1004504;Nov 30, 2020;Retail;Business;Blake Simmons Inc.;Pennsylvania;Sunflower;SF703;Russian Mammoth;92,00;$549,00;$0,00;$50.508,00
1004505;Nov 30, 2020;Wholesale;Business;Jessica Miller MayerCompany;Kansas;Rose;RS106;China Rose;74,00;$8,99;$1,80;$663,46
1004506;Nov 30, 2020;Retail;Individual;Andy Martin;California;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1004507;Nov 30, 2020;Wholesale;Business;Mandar Samant Inc.;California;Rose;RS506;Heirloom Rose;6,00;$16,99;$3,40;$98,54
1004508;Nov 30, 2020;Wholesale;Business;Isabella Lopez LLC;Virginia;Rose;RS520;Rogusa Rose;8,00;$17,50;$3,50;$136,50
1004509;Nov 30, 2020;Wholesale;Business;Ethan Anderson Group;New Hampshire;Rose;RS102;Carolina Rose;13,00;$8,99;$1,80;$115,07
1004510;Nov 30, 2020;Wholesale;Business;Margaret He LLC;Texas;Orchid;OC203;Cycnoches Orchid;12,00;$69,00;$13,80;$814,20
1004511;Nov 30, 2020;Wholesale;Business;Antonio Bryant Inc.;New York;Rose;RS512;Hybrid Perpetual;3,00;$24,95;$4,99;$69,86
1004512;Nov 30, 2020;Wholesale;Business;Katherine Carter LLC;Minnesota;Daisy;DS805;Barberton Daisy;9,00;$49,00;$9,80;$431,20
1004513;Nov 30, 2020;Wholesale;Business;Adrian Stewart Corp;Ohio;Orchid;OC607;Zygopetalum Orchid;35,00;$245,00;$49,00;$8.526,00
1004514;Dec 1, 2020;Wholesale;Business;Alyssa Davis Inc.;Maryland;Rose;RS520;Rogusa Rose;4,00;$17,50;$3,50;$66,50
1004515;Dec 1, 2020;Wholesale;Business;Albert Moreno andSons;Kansas;Sunflower;SF307;Moulin Rouge;10,00;$499,00;$99,80;$4.890,20
1004516;Dec 1, 2020;Retail;Individual;Sean Brooks;Arizona;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1004517;Dec 1, 2020;Wholesale;Business;Sarah Thompson LLC;Alabama;Orchid;OC204;Cymbidium Orchid;5,00;$89,00;$17,80;$427,20
1004518;Dec 1, 2020;Retail;Individual;Samuel Hill;Arizona;Rose;RS508;Ayrshire Rose;1,00;$15,50;$0,00;$15,50
1004519;Dec 1, 2020;Retail;Individual;Jillian Garcia;Texas;Orchid;OC606;Vanda Orchid;1,00;$225,00;$0,00;$225,00
1004520;Dec 1, 2020;Retail;Individual;Leah Ye;Florida;Daisy;DS802;Mojave Desert Star;1,00;$49,95;$0,00;$49,95
1004521;Dec 1, 2020;Retail;Individual;Jackson Lopez;California;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1004522;Dec 1, 2020;Retail;Individual;Derek Raje;Oklahoma;Sunflower;SF301;Little Becka;2,00;$399,00;$0,00;$798,00
1004523;Dec 1, 2020;Retail;Individual;Faith Patterson;Oregon;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1004524;Dec 1, 2020;Wholesale;Business;Ernest Lin LLC;Texas;Daisy;DS808;Pale Purple Coneflower;10,00;$34,99;$7,00;$342,90
1004525;Dec 1, 2020;Wholesale;Business;Cindy Gray LLC;Mississippi;Orchid;OC603;Paphiopedlium Orchid;6,00;$189,00;$37,80;$1.096,20
1004526;Dec 1, 2020;Retail;Individual;Sean Evans;Oregon;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1004527;Dec 1, 2020;Wholesale;Business;Jay Arthur Inc.;Texas;Daisy;DS802;Mojave Desert Star;10,00;$49,95;$9,99;$489,51
1004528;Dec 1, 2020;Retail;Individual;Marc Diaz;Florida;Daisy;DS802;Mojave Desert Star;1,00;$49,95;$0,00;$49,95
1004529;Dec 1, 2020;Retail;Individual;Kevin Carter;Arizona;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1004530;Dec 1, 2020;Retail;Individual;Devin Stewart;Texas;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1004531;Dec 2, 2020;Retail;Individual;Arianna Barnes;Tennessee;Rose;RS501;Prairie Rose;1,00;$23,99;$0,00;$23,99
1004532;Dec 2, 2020;Wholesale;Business;Mario She Group;Utah;Orchid;OC603;Paphiopedlium Orchid;9,00;$189,00;$37,80;$1.663,20
1004533;Dec 2, 2020;Retail;Individual;Daniel Johnson;Texas;Daisy;DS805;Barberton Daisy;1,00;$49,00;$0,00;$49,00
1004534;Dec 2, 2020;Retail;Individual;Jeremy Powell;Connecticut;Daisy;DS805;Barberton Daisy;1,00;$49,00;$0,00;$49,00
1004535;Dec 2, 2020;Wholesale;Business;Jasmine Taylor Inc.;Maryland;Rose;RS511;Cabbage Rose;5,00;$20,95;$4,19;$100,56
1004536;Dec 2, 2020;Retail;Individual;Dalton Perez;Ohio;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1004537;Dec 2, 2020;Retail;Individual;April Anand;Kentucky;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1004538;Dec 2, 2020;Wholesale;Business;Brian Morgan LLC;Texas;Orchid;OC605;Psychopsis Orchid;12,00;$214,00;$42,80;$2.525,20
1004539;Dec 2, 2020;Wholesale;Business;Isaiah Collins Inc.;California;Sunflower;SF706;Firecracker;10,00;$883,00;$176,60;$8.653,40
1004540;Dec 2, 2020;Retail;Individual;Janet Dominguez;District of Columbia;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1004541;Dec 2, 2020;Retail;Individual;Samuel Griffin;California;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1004542;Dec 2, 2020;Wholesale;Business;Kari Mehta LTD;Minnesota;Sunflower;SF306;Chianti;6,00;$250,00;$50,00;$1.450,00
1004543;Dec 2, 2020;Retail;Individual;Jonathan Henderson;Ohio;Daisy;DS808;Pale Purple Coneflower;1,00;$34,99;$0,00;$34,99
1004544;Dec 2, 2020;Wholesale;Business;Chelsea Rodriguez Inc.;Montana;Rose;RS107;French Rose;11,00;$12,00;$2,40;$129,60
1004545;Dec 2, 2020;Wholesale;Business;Cindy Gray LLC;Mississippi;Rose;RS107;French Rose;10,00;$12,00;$2,40;$117,60
1004546;Dec 2, 2020;Retail;Business;Antonio Foster Inc.;California;Rose;RS508;Ayrshire Rose;58,00;$15,50;$0,00;$899,00
1004547;Dec 2, 2020;Retail;Individual;Megan Walker;Kansas;Rose;RS501;Prairie Rose;1,00;$23,99;$0,00;$23,99
1004548;Dec 2, 2020;Retail;Individual;Jacqueline Powell;Georgia;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1004549;Dec 3, 2020;Wholesale;Business;Nicholas Thompson Tech;Texas;Orchid;OC603;Paphiopedlium Orchid;9,00;$189,00;$37,80;$1.663,20
1004550;Dec 3, 2020;Wholesale;Business;Blake Roberts Inc.;Virginia;Orchid;OC603;Paphiopedlium Orchid;7,00;$189,00;$37,80;$1.285,20
1004551;Dec 3, 2020;Wholesale;Business;Vanessa Russell LLC;California;Rose;RS109;Floribunda;6,00;$10,99;$2,20;$63,74
1004552;Dec 3, 2020;Wholesale;Business;Chase Stewart LLC;Washington;Rose;RS503;Multiflora Rose;8,00;$24,99;$5,00;$194,92
1004553;Dec 3, 2020;Retail;Individual;Marshall Wang;California;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1004554;Dec 3, 2020;Wholesale;Business;Joseph Taylor Group;New York;Daisy;DS806;Shasta Daisy;8,00;$49,00;$9,80;$382,20
1004555;Dec 3, 2020;Wholesale;Business;Abigail Howard Inc.;New Jersey;Rose;RS106;China Rose;103,00;$8,99;$1,80;$924,17
1004556;Dec 3, 2020;Wholesale;Business;Alexandria Coleman LLC;Texas;Rose;RS514;Grandiflora;98,00;$23,99;$4,80;$2.346,22
1004557;Dec 3, 2020;Retail;Individual;Stephanie Torres;District of Columbia;Orchid;OC606;Vanda Orchid;2,00;$225,00;$0,00;$450,00
1004558;Dec 3, 2020;Retail;Individual;Vanessa Bryant;California;Rose;RS102;Carolina Rose;1,00;$8,99;$0,00;$8,99
1004559;Dec 3, 2020;Wholesale;Business;Ashlee Jai Inc.;Oklahoma;Daisy;DS811;Ox-Eye Daisy;16,00;$27,50;$5,50;$434,50
1004560;Dec 3, 2020;Retail;Individual;Victoria Butler;Indiana;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1004561;Dec 4, 2020;Wholesale;Business;Gilbert Shen LLC;Ohio;Daisy;DS803;Curly Leaf Daisy;10,00;$29,99;$6,00;$293,90
1004562;Dec 4, 2020;Retail;Individual;Teresa Vazquez;Colorado;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1004563;Dec 4, 2020;Wholesale;Business;Julio Ortega LLC;District of Columbia;Daisy;DS801;Rough Daisy;10,00;$36,99;$7,40;$362,50
1004564;Dec 4, 2020;Retail;Individual;Dominique Raman;California;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1004565;Dec 4, 2020;Retail;Individual;Samantha Russell;Illinois;Sunflower;SF707;Italian White;1,00;$599,00;$0,00;$599,00
1004566;Dec 4, 2020;Wholesale;Business;Jasmine Barnes LLC;North Dakota;Orchid;OC209;Lycaste Orchid;11,00;$179,00;$35,80;$1.933,20
1004567;Dec 4, 2020;Wholesale;Business;Maria Reed Inc.;Minnesota;Daisy;DS801;Rough Daisy;5,00;$36,99;$7,40;$177,55
1004568;Dec 4, 2020;Retail;Individual;Erik Diaz;California;Daisy;DS808;Pale Purple Coneflower;1,00;$34,99;$0,00;$34,99
1004569;Dec 4, 2020;Retail;Individual;Juan Gray;Texas;Rose;RS501;Prairie Rose;1,00;$23,99;$0,00;$23,99
1004570;Dec 4, 2020;Wholesale;Business;Ann Gonzalez ForeverInc..;Massachusetts;Sunflower;SF302;Sunny Smile;7,00;$395,00;$79,00;$2.686,00
1004571;Dec 4, 2020;Wholesale;Business;Katherine Williams Inc.;Arizona;Rose;RS521;Hybrid Musk;8,00;$19,50;$3,90;$152,10
1004572;Dec 4, 2020;Wholesale;Business;Armando Romero Industries;Indiana;Rose;RS502;Rosa Glauca;6,00;$24,95;$4,99;$144,71
1004573;Dec 4, 2020;Retail;Individual;Lacey Yang;Texas;Sunflower;SF301;Little Becka;1,00;$399,00;$0,00;$399,00
1004574;Dec 4, 2020;Wholesale;Business;Antonio Butler;Texas;Rose;RS519;Alba Rose;4,00;$16,75;$3,35;$63,65
1004575;Dec 4, 2020;Wholesale;Business;Chloe Nelson AITech;Arizona;Rose;RS106;China Rose;6,00;$8,99;$1,80;$52,14
1004576;Dec 4, 2020;Wholesale;Business;Marc Ruiz Group;Delaware;Rose;RS101;Prickly Wild Rose;10,00;$9,99;$2,00;$97,90
1004577;Dec 4, 2020;Wholesale;Business;Alexia Price ITInc.;Ohio;Rose;RS107;French Rose;9,00;$12,00;$2,40;$105,60
1004578;Dec 4, 2020;Wholesale;Business;Armando Romero Industries;Indiana;Orchid;OC208;Epidendrum Orchid;9,00;$167,00;$33,40;$1.469,60
1004579;Dec 4, 2020;Wholesale;Business;Ernest Lin LLC;Texas;Daisy;DS805;Barberton Daisy;6,00;$49,00;$9,80;$284,20
1004580;Dec 4, 2020;Retail;Individual;Andrés Anand;Texas;Daisy;DS808;Pale Purple Coneflower;1,00;$34,99;$0,00;$34,99
1004581;Dec 5, 2020;Retail;Individual;Trisha He;Washington;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1004582;Dec 5, 2020;Wholesale;Business;Rosa Wang LLC;New York;Sunflower;SF305;Ms. Mars;13,00;$455,00;$91,00;$5.824,00
1004583;Dec 5, 2020;Wholesale;Business;Beth Gomez LLC;New York;Daisy;DS809;Eastern Purple Coneflower;13,00;$42,99;$8,60;$550,27
1004584;Dec 5, 2020;Wholesale;Business;Jasmine Taylor Inc.;Maryland;Rose;RS509;Bourbon Rose;12,00;$19,99;$4,00;$235,88
1004585;Dec 5, 2020;Wholesale;Business;Sara Peterson Inc.;South Carolina;Orchid;OC603;Paphiopedlium Orchid;16,00;$189,00;$37,80;$2.986,20
1004586;Dec 5, 2020;Retail;Individual;Meredith Serrano;Florida;Orchid;OC208;Epidendrum Orchid;2,00;$167,00;$0,00;$334,00
1004587;Dec 5, 2020;Wholesale;Business;Jose Flores Group;Michigan;Orchid;OC202;Catasetum Orchid;3,00;$58,95;$11,79;$165,06
1004588;Dec 5, 2020;Retail;Individual;Kurt Nara;Virginia;Rose;RS503;Multiflora Rose;1,00;$24,99;$0,00;$24,99
1004589;Dec 5, 2020;Retail;Individual;Xavier Gonzalez;Louisiana;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1004590;Dec 5, 2020;Wholesale;Business;Kevin Bryant LLC;Montana;Daisy;DS812;Marguerite Daisy;9,00;$28,99;$5,80;$255,11
1004591;Dec 5, 2020;Wholesale;Business;Jamie Liang Productions;Florida;Daisy;DS801;Rough Daisy;4,00;$36,99;$7,40;$140,56
1004592;Dec 5, 2020;Wholesale;Business;Karla Goel Group;Tennessee;Orchid;OC606;Vanda Orchid;17,00;$225,00;$45,00;$3.780,00
1004593;Dec 5, 2020;Retail;Individual;Hannah Patterson;Hawaii;Orchid;OC602;Miltonia Orchid;1,00;$190,00;$0,00;$190,00
1004594;Dec 5, 2020;Retail;Business;Morgan Harris;New Jersey;Orchid;OC203;Cycnoches Orchid;3,00;$69,00;$0,00;$207,00
1004595;Dec 5, 2020;Wholesale;Business;Megan Martin LightInc..;Washington;Rose;RS106;China Rose;9,00;$8,99;$1,80;$79,11
1004596;Dec 6, 2020;Wholesale;Business;Angela Henderson Inc.;Florida;Sunflower;SF303;Terracotta;12,00;$450,00;$90,00;$5.310,00
1004597;Dec 6, 2020;Retail;Individual;Jamie Xu;Mississippi;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1004598;Dec 6, 2020;Wholesale;Business;Joseph Taylor Group;New York;Rose;RS504;Shining Rose;7,00;$12,99;$2,60;$88,33
1004599;Dec 6, 2020;Wholesale;Business;Cole Torres LLC;Oregon;Rose;RS513;Tea Rose;6,00;$14,99;$3,00;$86,94
1004600;Dec 6, 2020;Wholesale;Business;Derek Tang Inc.;North Dakota;Rose;RS105;Portland Rose;8,00;$12,00;$2,40;$93,60
1004601;Dec 6, 2020;Wholesale;Business;Brianna Morris Inc.;District of Columbia;Daisy;DS804;Chrysanthemum Daisy;5,00;$37,99;$7,60;$182,35
1004602;Dec 6, 2020;Wholesale;Business;Meredith Alvarez LLC;Texas;Daisy;DS807;Osteospermum Daisy;7,00;$32,95;$6,59;$224,06
1004603;Dec 6, 2020;Retail;Individual;Xavier Henderson;Texas;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1004604;Dec 6, 2020;Wholesale;Business;Stanley Weber LLC;Kansas;Orchid;OC208;Epidendrum Orchid;7,00;$167,00;$33,40;$1.135,60
1004605;Dec 6, 2020;Retail;Individual;Alicia Xu;Mississippi;Orchid;OC607;Zygopetalum Orchid;1,00;$245,00;$0,00;$245,00
1004606;Dec 6, 2020;Wholesale;Business;Xavier Bailey LLC;Connecticut;Rose;RS110;Noisette Rose;3,00;$12,00;$2,40;$33,60
1004607;Dec 6, 2020;Wholesale;Business;Melanie Rivera Inc.;California;Rose;RS518;Moss Rose;71,00;$14,99;$3,00;$1.061,29
1004608;Dec 7, 2020;Wholesale;Business;Jonathan Martinez Inc.;Kentucky;Rose;RS110;Noisette Rose;3,00;$11,99;$2,40;$33,57
1004609;Dec 7, 2020;Retail;Individual;Devin Sanders;Indiana;Daisy;DS812;Marguerite Daisy;1,00;$28,99;$0,00;$28,99
1004610;Dec 7, 2020;Wholesale;Business;Mario She Group;Utah;Sunflower;SF702;American Giant Hybrid;6,00;$899,00;$179,80;$5.214,20
1004611;Dec 7, 2020;Retail;Individual;Xavier Hill;Florida;Sunflower;SF706;Firecracker;1,00;$883,00;$0,00;$883,00
1004612;Dec 7, 2020;Retail;Individual;Jordyn Bryant;Utah;Sunflower;SF306;Chianti;1,00;$250,00;$0,00;$250,00
1004613;Dec 7, 2020;Retail;Individual;Richard Green;Wisconsin;Rose;RS107;French Rose;1,00;$12,00;$0,00;$12,00
1004614;Dec 7, 2020;Retail;Individual;Austin Johnson;Ohio;Rose;RS503;Multiflora Rose;1,00;$24,99;$0,00;$24,99
1004615;Dec 7, 2020;Wholesale;Business;Blake Roberts Inc.;Virginia;Rose;RS108;Panda Robot Blueprint;5,00;$7,99;$1,60;$38,35
1004616;Dec 7, 2020;Retail;Individual;Nicolas Raje;Indiana;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1004617;Dec 7, 2020;Retail;Individual;Jonathan Henderson;Ohio;Daisy;DS811;Ox-Eye Daisy;1,00;$27,50;$0,00;$27,50
1004618;Dec 7, 2020;Retail;Business;Cole Reed Group;South Carolina;Rose;RS521;Hybrid Musk;18,00;$19,50;$0,00;$351,00
1004619;Dec 7, 2020;Wholesale;Business;Melinda Romero LLC;District of Columbia;Rose;RS509;Bourbon Rose;84,00;$19,99;$4,00;$1.675,16
1004620;Dec 8, 2020;Retail;Individual;Jan Hall;Massachusetts;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1004621;Dec 8, 2020;Retail;Individual;Barry Martinez;Florida;Sunflower;SF702;American Giant Hybrid;1,00;$899,00;$0,00;$899,00
1004622;Dec 8, 2020;Retail;Individual;Marc Gill;Ohio;Daisy;DS808;Pale Purple Coneflower;1,00;$34,99;$0,00;$34,99
1004623;Dec 8, 2020;Retail;Individual;Elijah Alexander;Ohio;Rose;RS517;Wild Alberta Rose;1,00;$19,50;$0,00;$19,50
1004624;Dec 8, 2020;Wholesale;Business;Javier Ortega andSons;North Carolina;Rose;RS505;Climbing Rose;9,00;$14,99;$3,00;$131,91
1004625;Dec 8, 2020;Retail;Individual;Kari Subram;Illinois;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1004626;Dec 8, 2020;Wholesale;Business;Trevor Simmons Inc.;Ohio;Rose;RS503;Multiflora Rose;4,00;$24,99;$5,00;$94,96
1004627;Dec 8, 2020;Retail;Individual;Dana Navarro;Ohio;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1004628;Dec 8, 2020;Wholesale;Business;Sydney Cook Group;Maryland;Rose;RS504;Shining Rose;12,00;$12,99;$2,60;$153,28
1004629;Dec 8, 2020;Retail;Individual;Kelsey Shan;Virginia;Daisy;DS804;Chrysanthemum Daisy;1,00;$37,99;$0,00;$37,99
1004630;Dec 8, 2020;Retail;Individual;Tasha Deng;Georgia;Rose;RS503;Multiflora Rose;1,00;$24,99;$0,00;$24,99
1004631;Dec 8, 2020;Retail;Individual;Nina Nath;Minnesota;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1004632;Dec 8, 2020;Retail;Individual;Ann Rodriguez;Florida;Sunflower;SF305;Ms. Mars;1,00;$455,00;$0,00;$455,00
1004633;Dec 8, 2020;Retail;Individual;Fernando Johnson;Minnesota;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1004634;Dec 8, 2020;Wholesale;Business;Christy Chow Inc.;Florida;Daisy;DS813;English Daisy;5,00;$29,99;$6,00;$143,95
1004635;Dec 8, 2020;Wholesale;Business;Brandon Kumar LLC;Kentucky;Rose;RS501;Prairie Rose;5,00;$23,99;$4,80;$115,15
1004636;Dec 8, 2020;Wholesale;Business;Kimberly Rivera Inc.;New Hampshire;Rose;RS517;Wild Alberta Rose;107,00;$19,50;$3,90;$2.082,60
1004637;Dec 8, 2020;Wholesale;Business;Carol Howard Group;Hawaii;Rose;RS106;China Rose;103,00;$8,99;$1,80;$924,17
1004638;Dec 8, 2020;Retail;Individual;Austin White;Georgia;Daisy;DS813;English Daisy;1,00;$29,99;$0,00;$29,99
1004639;Dec 8, 2020;Wholesale;Business;Alexis Coleman LLC;Idaho;Orchid;OC605;Psychopsis Orchid;60,00;$214,00;$42,80;$12.797,20
1004640;Dec 9, 2020;Wholesale;Business;Rohinton Wadia International;Florida;Rose;RS106;China Rose;7,00;$8,99;$1,80;$61,13
1004641;Dec 9, 2020;Retail;Individual;Jordyn Butler;Alaska;Daisy;DS807;Osteospermum Daisy;1,00;$32,95;$0,00;$32,95
1004642;Dec 9, 2020;Retail;Individual;Wendy Gutierrez;California;Rose;RS107;French Rose;1,00;$12,00;$0,00;$12,00
1004643;Dec 9, 2020;Wholesale;Business;Christy Chow Inc.;Florida;Sunflower;SF702;American Giant Hybrid;11,00;$899,00;$179,80;$9.709,20
1004644;Dec 9, 2020;Retail;Individual;Jacqueline Gonzales;Tennessee;Rose;RS508;Ayrshire Rose;1,00;$15,50;$0,00;$15,50
1004645;Dec 9, 2020;Wholesale;Business;Jasmine Coleman andSons;South Carolina;Orchid;OC602;Miltonia Orchid;10,00;$189,00;$37,80;$1.852,20
1004646;Dec 9, 2020;Retail;Individual;David Diaz;Kansas;Rose;RS107;French Rose;1,00;$12,00;$0,00;$12,00
1004647;Dec 9, 2020;Retail;Individual;Lawrence Blanco;Arizona;Rose;RS107;French Rose;1,00;$12,00;$0,00;$12,00
1004648;Dec 9, 2020;Wholesale;Business;Eduardo Williams LLC;New York;Daisy;DS804;Chrysanthemum Daisy;12,00;$37,99;$7,60;$448,28
1004649;Dec 9, 2020;Wholesale;Business;Ian Lewis Group;Arizona;Orchid;OC201;Phalaenopsis Orchid;4,00;$54,00;$10,80;$205,20
1004650;Dec 9, 2020;Wholesale;Business;Ashley Martinez Industries;Pennsylvania;Rose;RS101;Prickly Wild Rose;13,00;$9,99;$2,00;$127,87
1004651;Dec 9, 2020;Retail;Individual;Heather Zheng;Florida;Rose;RS518;Moss Rose;1,00;$14,99;$0,00;$14,99
1004652;Dec 9, 2020;Retail;Individual;Calvin Deng;Florida;Rose;RS506;Heirloom Rose;1,00;$16,99;$0,00;$16,99
1004653;Dec 9, 2020;Retail;Individual;Caleb Gonzales;Indiana;Rose;RS507;White Rose of York;1,00;$13,99;$0,00;$13,99
1004654;Dec 9, 2020;Wholesale;Business;Nicole Clark Inc.;Hawaii;Daisy;DS810;Gerbera Virdifolia;4,00;$44,95;$8,99;$170,81
1004655;Dec 9, 2020;Wholesale;Business;Joy Suarez Co.;Massachusetts;Daisy;DS806;Shasta Daisy;105,00;$49,00;$9,80;$5.135,20
1004656;Dec 9, 2020;Retail;Individual;Katherine Parker;Washington;Sunflower;SF307;Moulin Rouge;1,00;$499,00;$0,00;$499,00
1004657;Dec 9, 2020;Wholesale;Business;Ethan Simmons LLC;Ohio;Rose;RS107;French Rose;100,00;$12,00;$2,40;$1.197,60
1004658;Dec 9, 2020;Retail;Individual;Isabella Young;West Virginia;Daisy;DS811;Ox-Eye Daisy;1,00;$27,50;$0,00;$27,50
1004659;Dec 10, 2020;Wholesale;Business;Rosa Wang LLC;New York;Daisy;DS807;Osteospermum Daisy;8,00;$32,95;$6,59;$257,01
1004660;Dec 10, 2020;Wholesale;Business;Kelsey Becker Group;Pennsylvania;Rose;RS519;Alba Rose;8,00;$16,75;$3,35;$130,65
1004661;Dec 10, 2020;Retail;Individual;Darren Prasad;Alabama;Daisy;DS810;Gerbera Virdifolia;1,00;$44,95;$0,00;$44,95
1004662;Dec 10, 2020;Wholesale;Business;Kimberly Murphy Engineering;Georgia;Orchid;OC208;Epidendrum Orchid;9,00;$167,00;$33,40;$1.469,60
1004663;Dec 10, 2020;Wholesale;Business;Sydney Cook Group;Maryland;Orchid;OC206;Dendrobium Orchid;8,00;$119,00;$23,80;$928,20
1004664;Dec 10, 2020;Retail;Individual;Alexa Cook;Utah;Orchid;OC204;Cymbidium Orchid;1,00;$89,00;$0,00;$89,00
1004665;Dec 10, 2020;Wholesale;Business;Carson Perry Inc.;Pennsylvania;Daisy;DS811;Ox-Eye Daisy;8,00;$27,50;$5,50;$214,50
1004666;Dec 10, 2020;Wholesale;Business;Joseph Taylor Group;New York;Daisy;DS804;Chrysanthemum Daisy;9,00;$37,99;$7,60;$334,31
1004667;Dec 10, 2020;Wholesale;Business;Luis Hayes Inc.;Ohio;Rose;RS513;Tea Rose;62,00;$14,99;$3,00;$926,38
1004668;Dec 10, 2020;Wholesale;Business;Brianna Hughes LLC;Louisiana;Rose;RS504;Shining Rose;7,00;$12,99;$2,60;$88,33
